latitude,longitude,altitude,geometry,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
37.7833088100623,-122.439480772215,,Point,2005-07-29 15:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,PARK,"ARREST, CITED",GEARY BL / DIVISADERO ST,-122.439480772215,37.7833088100623
37.7723635199759,-122.432256333845,,Point,2005-02-26 01:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,NORTHERN,NONE,300 Block of STEINER ST,-122.432256333845,37.7723635199759
37.784089036686794,-122.411800134753,,Point,2008-09-15 13:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.784089036686794
37.7838344374141,-122.412930522059,,Point,2005-03-24 00:17:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.412930522059,37.7838344374141
37.76119776776321,-122.50913483919099,,Point,2011-04-06 09:40:00,ASSAULT,BATTERY,Wednesday,TARAVAL,EXCEPTIONAL CLEARANCE,1300 Block of LA PLAYA ST,-122.50913483919099,37.76119776776321
37.7642837095036,-122.418549940195,,Point,2014-03-03 09:54:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,PSYCHOPATHIC CASE,100 Block of CAPP ST,-122.418549940195,37.7642837095036
37.770708123173705,-122.425963017309,,Point,2010-01-17 18:00:00,ASSAULT,BATTERY,Sunday,NORTHERN,NONE,0 Block of HERMANN ST,-122.425963017309,37.770708123173705
37.775420706711,-122.40340479147899,,Point,2003-04-16 00:01:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37.8024274082827,-122.41336662130699,,Point,2009-10-15 17:18:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,CENTRAL,NONE,800 Block of COLUMBUS AV,-122.41336662130699,37.8024274082827
37.7775400881071,-122.419594769418,,Point,2003-05-14 12:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,NORTHERN,NONE,200 Block of VAN NESS AV,-122.419594769418,37.7775400881071
37.7799338672319,-122.40079994791401,,Point,2012-08-21 19:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,SOUTHERN,NONE,800 Block of HARRISON ST,-122.40079994791401,37.7799338672319
37.7862599043196,-122.41313571574301,,Point,2004-12-20 16:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Monday,TENDERLOIN,PROSECUTED BY OUTSIDE AGENCY,500 Block of JONES ST,-122.41313571574301,37.7862599043196
37.785412112566796,-122.430579280128,,Point,2012-06-02 17:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,NORTHERN,NONE,1700 Block of POST ST,-122.430579280128,37.785412112566796
37.764357751686,-122.41747701285,,Point,2013-09-21 06:20:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,MISSION,COMPLAINANT REFUSES TO PROSECUTE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
37.7562822236574,-122.417802962628,,Point,2012-05-02 01:25:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,MISSION,"ARREST, BOOKED",600 Block of CAPP ST,-122.417802962628,37.7562822236574
37.71338111955721,-122.434075846783,,Point,2015-04-19 13:35:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,INGLESIDE,NONE,1300 Block of GENEVA AV,-122.434075846783,37.71338111955721
37.7967163158276,-122.40158496817101,,Point,2010-10-20 02:47:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,300 Block of JACKSON ST,-122.40158496817101,37.7967163158276
37.7816150265786,-122.40942036456,,Point,2003-01-11 01:38:00,OTHER OFFENSES,RECKLESS DRIVING,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40942036456,37.7816150265786
37.769247063207004,-122.426955631709,,Point,2009-09-15 12:30:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
37.7503251821179,-122.409905594619,,Point,2005-01-28 13:00:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Friday,MISSION,NONE,1300 Block of FLORIDA ST,-122.409905594619,37.7503251821179
37.7650501214714,-122.419671780303,,Point,2005-01-29 20:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780303,37.7650501214714
37.782731788465796,-122.40648197275,,Point,2005-05-17 01:07:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Tuesday,SOUTHERN,"ARREST, BOOKED",5TH ST / MISSION ST,-122.40648197275,37.782731788465796
37.7121502932531,-122.41714480239901,,Point,2007-01-24 17:41:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
37.7298874272325,-122.38219258397301,,Point,2014-03-08 18:14:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,BAYVIEW,NOT PROSECUTED,1100 Block of OAKDALE AV,-122.38219258397301,37.7298874272325
37.8057739875696,-122.41280375299999,,Point,2011-02-27 15:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,CENTRAL,NONE,300 Block of BAY ST,-122.41280375299999,37.8057739875696
37.7804777480279,-122.41251534136299,,Point,2004-08-18 10:02:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
37.805030152869705,-122.417867154077,,Point,2006-12-15 00:30:00,TRESPASS,TRESPASSING,Friday,CENTRAL,"ARREST, BOOKED",600 Block of BAY ST,-122.417867154077,37.805030152869705
37.7306902868986,-122.448860461572,,Point,2003-07-26 12:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,INGLESIDE,NONE,HEARST AV / FOERSTER ST,-122.448860461572,37.7306902868986
37.7640368477357,-122.466309668211,,Point,2003-09-20 18:30:00,MISSING PERSON,FOUND PERSON,Saturday,TARAVAL,NONE,9TH AV / IRVING ST,-122.466309668211,37.7640368477357
37.7774104345191,-122.46134651102699,,Point,2014-04-04 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE,200 Block of BALBOA ST,-122.46134651102699,37.7774104345191
37.78495312416121,-122.42799115191099,,Point,2013-06-12 22:02:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.42799115191099,37.78495312416121
37.745451137530296,-122.423395535089,,Point,2003-06-01 19:38:00,ASSAULT,BATTERY,Sunday,INGLESIDE,NONE,0 Block of 28TH ST,-122.423395535089,37.745451137530296
37.786734218498296,-122.405895369887,,Point,2012-11-12 15:59:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
37.775420706711,-122.40340479147899,,Point,2009-09-03 10:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37.781862188279206,-122.413869632561,,Point,2005-01-15 14:20:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Saturday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632561,37.781862188279206
37.7210571460375,-122.475222189932,,Point,2010-12-13 14:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.475222189932,37.7210571460375
37.7330103867416,-122.416517427405,,Point,2007-04-22 09:31:00,TRESPASS,TRESPASSING,Sunday,INGLESIDE,"ARREST, BOOKED",800 Block of ELLSWORTH ST,-122.416517427405,37.7330103867416
37.7586968166489,-122.41796448376002,,Point,2013-02-20 19:20:00,PROSTITUTION,PANDERING,Wednesday,MISSION,NONE,20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
37.80238450205921,-122.40071180486,,Point,2012-05-18 17:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,SOUTHERN,NONE,700 Block of THE EMBARCADEROSOUTH ST,-122.40071180486,37.80238450205921
37.752628650955295,-122.392162163015,,Point,2010-06-18 11:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,NONE,1300 Block of 25TH ST,-122.392162163015,37.752628650955295
37.7788598479471,-122.408275664977,,Point,2009-04-18 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,RUSS ST / HOWARD ST,-122.408275664977,37.7788598479471
37.7290228660545,-122.40204615386699,,Point,2006-07-24 22:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,1900 Block of DONNER AV,-122.40204615386699,37.7290228660545
37.7301243732434,-122.39163276711001,,Point,2008-11-13 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1900 Block of LANE ST,-122.39163276711001,37.7301243732434
37.7817492235226,-122.396381836885,,Point,2012-11-01 01:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,STILLMAN ST / 3RD ST,-122.396381836885,37.7817492235226
37.7822305870036,-122.41029351969,,Point,2007-09-19 09:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036
37.77895976335829,-122.41071806030399,,Point,2011-01-11 21:17:00,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Tuesday,SOUTHERN,UNFOUNDED,100 Block of 7TH ST,-122.41071806030399,37.77895976335829
37.78677548206471,-122.420775721444,,Point,2006-06-16 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE,1100 Block of POST ST,-122.420775721444,37.78677548206471
37.7803348745141,-122.43723610190399,,Point,2014-04-03 09:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,PARK,NONE,1100 Block of SCOTT ST,-122.43723610190399,37.7803348745141
37.7839916768161,-122.408068345148,,Point,2013-03-04 18:32:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
37.7277502372406,-122.425025030815,,Point,2013-11-03 08:14:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,INGLESIDE,NONE,0 Block of VIENNA ST,-122.425025030815,37.7277502372406
37.8096707013239,-122.365565425353,,Point,2009-07-08 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
37.788719868790395,-122.402070243235,,Point,2003-04-18 11:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,MARKET ST / NEW MONTGOMERY ST,-122.402070243235,37.788719868790395
37.71142553008821,-122.445185331603,,Point,2012-02-21 15:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE,600 Block of MORSE ST,-122.445185331603,37.71142553008821
37.803238580290106,-122.401985216772,,Point,2010-02-10 06:45:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,CENTRAL,NONE,BATTERY ST / GREENWICH ST,-122.401985216772,37.803238580290106
37.7586986268446,-122.502581096469,,Point,2006-07-12 12:30:00,MISSING PERSON,FOUND PERSON,Wednesday,TARAVAL,NONE,43RD AV / KIRKHAM ST,-122.502581096469,37.7586986268446
37.7081535998314,-122.485736249604,,Point,2014-04-29 13:40:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,TARAVAL,"ARREST, CITED",LAKE MERCED BL / JOHNMUIR DR,-122.485736249604,37.7081535998314
37.7815338127589,-122.423918786924,,Point,2005-08-24 13:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,TURK ST / GOUGH ST,-122.423918786924,37.7815338127589
37.7846480308387,-122.399899436982,,Point,2014-06-29 13:26:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of 3RD ST,-122.399899436982,37.7846480308387
37.77832066750421,-122.42488414521401,,Point,2015-04-29 10:40:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,NORTHERN,NONE,600 Block of OCTAVIA ST,-122.42488414521401,37.77832066750421
37.7476929914445,-122.43366350852699,,Point,2008-10-27 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,1700 Block of CASTRO ST,-122.43366350852699,37.7476929914445
37.775420706711,-122.40340479147899,,Point,2010-09-20 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37.780468926847895,-122.41694856587601,,Point,2009-02-06 16:05:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NOT PROSECUTED,LARKIN ST / MCALLISTER ST,-122.41694856587601,37.780468926847895
37.775420706711,-122.40340479147899,,Point,2003-05-14 09:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37.75353512427621,-122.39720193799299,,Point,2003-12-11 10:14:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
37.7874298723673,-122.398972966106,,Point,2006-12-02 17:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,SOUTHERN,NONE,100 Block of 2ND ST,-122.398972966106,37.7874298723673
37.7867889414482,-122.39044241737801,,Point,2012-10-31 14:52:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE,400 Block of BEALE ST,-122.39044241737801,37.7867889414482
37.7833862379382,-122.409853729941,,Point,2011-10-04 13:36:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,TENDERLOIN,"ARREST, CITED",0 Block of TURK ST,-122.409853729941,37.7833862379382
37.78331075399689,-122.41753069698,,Point,2012-02-11 12:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,LARKIN ST / EDDY ST,-122.41753069698,37.78331075399689
37.7869408998805,-122.411518820359,,Point,2010-01-26 12:15:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,CENTRAL,NONE,GEARY ST / TAYLOR ST,-122.411518820359,37.7869408998805
37.7814240041364,-122.42812986551901,,Point,2007-05-16 08:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE,600 Block of LARCH ST,-122.42812986551901,37.7814240041364
37.779514030063,-122.413564091744,,Point,2009-04-27 11:33:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
37.764067865158786,-122.40353768137301,,Point,2004-08-07 07:14:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED",400 Block of KANSAS ST,-122.40353768137301,37.764067865158786
37.7907638589303,-122.390094248247,,Point,2012-09-09 22:49:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,SOUTHERN,NONE,FOLSOM ST / THE EMBARCADEROSOUTH ST,-122.390094248247,37.7907638589303
37.7809039696758,-122.411979487494,,Point,2010-02-22 01:04:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Monday,SOUTHERN,"ARREST, CITED",JONES ST / MCALLISTER ST,-122.411979487494,37.7809039696758
37.775420706711,-122.40340479147899,,Point,2012-10-06 00:01:00,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Saturday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
37.77073127123,-122.448769079965,,Point,2009-01-10 22:44:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,NONE,PAGE ST / CLAYTON ST,-122.448769079965,37.77073127123
37.7727234013654,-122.410416664036,,Point,2014-05-17 09:24:00,WARRANTS,PROBATION SEARCH,Saturday,SOUTHERN,"ARREST, BOOKED",300 Block of 9TH ST,-122.410416664036,37.7727234013654
37.781906547674105,-122.432355641362,,Point,2011-03-23 08:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,NORTHERN,NONE,1300 Block of FILLMORE ST,-122.432355641362,37.781906547674105
